datum,ID,zamestnanec,pocet_transakci,transakce_za_hod,SOS_sec,AGC,smena_zacatek,smena_konec,trvani_hodin,log_transakce_za_hod,log_agc,dow,cluster,anomalie,hodina,casovy_usek
2025-06-21,2120,#23,33.0,11.0,23.0,148.12,2025-06-21 21:00:00,2025-06-22 00:00:00,3.0,2.4849066497880004,5.004751350937281,5,2,False,21,18–22
2025-06-21,2122,#29,22.0,5.5,36.0,205.22,2025-06-21 03:00:00,2025-06-21 07:00:00,4.0,1.8718021769015916,5.328943560089797,5,1,False,3,2–6
2025-06-22,2130,#23,42.0,5.25,53.0,205.74,2025-06-22 00:00:00,2025-06-22 08:00:00,8.0,1.8325814637483104,5.331461965140338,6,1,False,0,22–2
2025-06-22,2131,#25,23.0,2.875,25.0,155.16,2025-06-22 07:00:00,2025-06-22 15:00:00,8.0,1.3545456628053103,5.050881122664783,6,0,False,7,6–9
2025-06-22,2132,#26,73.0,7.3,30.0,140.13,2025-06-22 14:00:00,2025-06-23 00:00:00,10.0,2.1162555148025524,4.949681451425915,6,2,False,14,12–15
2025-06-23,2144,#7,19.0,9.5,27.0,146.88,2025-06-23 22:00:00,2025-06-24 00:00:00,2.0,2.3513752571634776,4.996401134068432,0,2,False,22,22–2
2025-06-23,2140,#15,52.0,5.2,31.0,115.4,2025-06-23 13:00:00,2025-06-23 23:00:00,10.0,1.8245492920510455,4.757032535297338,0,0,False,13,12–15
2025-06-23,2141,#21,36.0,6.0,31.0,146.17,2025-06-23 08:00:00,2025-06-23 14:00:00,6.0,1.9459101490553128,4.9915883811760215,0,2,False,8,6–9
2025-06-23,2142,#23,35.0,5.0,31.0,152.01,2025-06-23 00:00:00,2025-06-23 07:00:00,7.0,1.791759469228055,5.030503278733722,0,2,False,0,22–2
2025-06-24,2154,#3,23.0,5.75,26.0,144.02,2025-06-24 00:00:00,2025-06-24 04:00:00,4.0,1.9095425048844383,4.976871663943447,1,2,False,0,22–2
2025-06-24,2155,#4,35.0,5.833333333333333,33.0,127.05,2025-06-24 16:00:00,2025-06-24 22:00:00,6.0,1.9218125974762528,4.852420812645534,1,2,False,16,15–18
2025-06-24,2152,#21,51.0,7.285714285714286,27.0,152.25,2025-06-24 09:00:00,2025-06-24 16:00:00,7.0,2.114532861491106,5.032070574816321,1,2,False,9,9–12
2025-06-25,2163,#15,54.0,9.0,34.0,142.82,2025-06-25 16:00:00,2025-06-25 22:00:00,6.0,2.302585092994046,4.968562517674348,2,2,False,16,15–18
2025-06-25,2164,#21,31.0,3.4444444444444446,40.0,190.21,2025-06-25 08:00:00,2025-06-25 17:00:00,9.0,1.491654876777717,5.253372300504868,2,1,False,8,6–9
2025-06-25,2166,#29,27.0,6.75,25.0,130.63,2025-06-25 00:00:00,2025-06-25 04:00:00,4.0,2.0476928433652555,4.879994956437316,2,2,False,0,22–2
2025-06-26,2176,#21,63.0,9.0,31.0,154.31,2025-06-26 08:00:00,2025-06-26 15:00:00,7.0,2.302585092994046,5.04542311958192,3,2,False,8,6–9
2025-06-26,2177,#26,44.0,5.5,34.0,153.76,2025-06-26 15:00:00,2025-06-26 23:00:00,8.0,1.8718021769015916,5.041875529832312,3,2,False,15,15–18
2025-06-26,2178,#29,31.0,4.428571428571429,25.0,154.04,2025-06-26 00:00:00,2025-06-26 07:00:00,7.0,1.6916760106710726,5.043683148142456,3,0,False,0,22–2
2025-06-27,2192,#3,35.0,8.75,31.0,178.51,2025-06-27 00:00:00,2025-06-27 04:00:00,4.0,2.277267285009756,5.190230916682979,4,2,False,0,22–2
2025-06-27,2187,#20,45.0,5.625,34.0,153.34,2025-06-27 14:00:00,2025-06-27 22:00:00,8.0,1.890850371872286,5.039157961029457,4,2,False,14,12–15
2025-06-27,2188,#21,39.0,5.571428571428571,26.0,104.3,2025-06-27 08:00:00,2025-06-27 15:00:00,7.0,1.8827312474337816,4.6568134191399295,4,0,False,8,6–9
2025-06-27,2190,#29,12.0,3.0,25.0,78.69,2025-06-27 03:00:00,2025-06-27 07:00:00,4.0,1.3862943611198906,4.378144107409657,4,0,False,3,2–6
2025-06-28,2202,#2,12.0,6.0,25.0,113.37,2025-06-28 22:00:00,2025-06-29 00:00:00,2.0,1.9459101490553128,4.7394388067931255,5,0,False,22,22–2
2025-06-28,2203,#3,34.0,5.666666666666667,28.0,136.75,2025-06-28 00:00:00,2025-06-28 06:00:00,6.0,1.8971199848858813,4.925440448033024,5,2,False,0,22–2
2025-06-28,2199,#15,33.0,3.6666666666666665,33.0,152.8,2025-06-28 08:00:00,2025-06-28 17:00:00,9.0,1.5404450409471488,5.035653057071544,5,0,False,8,6–9
2025-06-28,2201,#29,46.0,7.666666666666667,27.0,189.4,2025-06-28 17:00:00,2025-06-28 23:00:00,6.0,2.159484249353373,5.249127122357265,5,2,False,17,15–18
2025-06-29,2215,#3,47.0,7.833333333333333,22.0,144.19,2025-06-29 00:00:00,2025-06-29 06:00:00,6.0,2.178532444324067,4.978043229495596,6,2,False,0,22–2
2025-06-29,2216,#4,46.0,5.111111111111111,39.0,174.12,2025-06-29 14:00:00,2025-06-29 23:00:00,9.0,1.810108607896252,5.165471453214607,6,1,False,14,12–15
2025-06-29,2212,#15,15.0,2.142857142857143,21.0,146.96,2025-06-29 08:00:00,2025-06-29 15:00:00,7.0,1.1451323043030026,4.996941966964253,6,0,False,8,6–9
2025-06-29,2213,#25,10.0,5.0,34.0,136.49,2025-06-29 12:00:00,2025-06-29 14:00:00,2.0,1.791759469228055,4.923551187189142,6,2,False,12,12–15
2025-06-30,2227,#3,17.0,4.25,31.0,149.98,2025-06-30 03:00:00,2025-06-30 07:00:00,4.0,1.6582280766035324,5.017147377711479,0,0,False,3,2–6
2025-06-30,2228,#9,10.0,2.0,22.0,98.91,2025-06-30 16:00:00,2025-06-30 21:00:00,5.0,1.0986122886681096,4.604269780744927,0,0,False,16,15–18
2025-06-30,2224,#20,33.0,4.714285714285714,51.0,256.35,2025-06-30 15:00:00,2025-06-30 22:00:00,7.0,1.742969305058623,5.550437026098764,0,1,False,15,15–18
2025-06-30,2225,#21,37.0,5.285714285714286,32.0,167.22,2025-06-30 08:00:00,2025-06-30 15:00:00,7.0,1.838279484862948,5.125272646534292,0,2,False,8,6–9
2025-06-30,2226,#23,15.0,7.5,19.0,121.49,2025-06-30 22:00:00,2025-07-01 00:00:00,2.0,2.1400661634962708,4.808029393999594,0,2,False,22,22–2
2025-07-01,2235,#1,16.0,5.333333333333333,25.0,96.27,2025-07-01 15:00:00,2025-07-01 18:00:00,3.0,1.8458266904983307,4.577490616881349,1,0,False,15,15–18
2025-07-01,2238,#7,25.0,6.25,22.0,143.1,2025-07-01 00:00:00,2025-07-01 04:00:00,4.0,1.9810014688665836,4.970507503005476,1,2,False,0,22–2
2025-07-01,2239,#9,36.0,4.5,32.0,178.17,2025-07-01 15:00:00,2025-07-01 23:00:00,8.0,1.7047480922384253,5.188335075811807,1,1,False,15,15–18
2025-07-01,2236,#21,30.0,4.285714285714286,29.0,152.09,2025-07-01 08:00:00,2025-07-01 15:00:00,7.0,1.6650077635889111,5.03102598374399,1,0,False,8,6–9
2025-07-02,2249,#7,12.0,3.0,20.0,166.83,2025-07-02 04:00:00,2025-07-02 08:00:00,4.0,1.3862943611198906,5.122951562320088,2,0,False,4,2–6
2025-07-02,2246,#14,31.0,4.428571428571429,33.0,188.39,2025-07-02 08:00:00,2025-07-02 15:00:00,7.0,1.6916760106710726,5.243808381047644,2,1,False,8,6–9
2025-07-02,2247,#20,51.0,6.375,39.0,154.14,2025-07-02 15:00:00,2025-07-02 23:00:00,8.0,1.9980959022258835,5.044327935062725,2,1,False,15,15–18
2025-07-02,2248,#23,29.0,7.25,25.0,160.7,2025-07-02 00:00:00,2025-07-02 04:00:00,4.0,2.110213200346589,5.085742766583061,2,2,False,0,22–2
2025-07-03,2259,#4,45.0,5.0,36.0,132.76,2025-07-03 14:00:00,2025-07-03 23:00:00,9.0,1.791759469228055,4.896047149336392,3,2,False,14,12–15
2025-07-03,2257,#14,32.0,4.571428571428571,32.0,137.46,2025-07-03 08:00:00,2025-07-03 15:00:00,7.0,1.717651497074333,4.93058147524988,3,0,False,8,6–9
2025-07-03,2258,#23,23.0,4.6,26.0,146.07,2025-07-03 00:00:00,2025-07-03 05:00:00,5.0,1.7227665977411035,4.990908663912222,3,0,False,0,22–2
2025-07-04,2270,#6,12.0,1.5,26.0,113.22,2025-07-04 07:00:00,2025-07-04 15:00:00,8.0,0.9162907318741552,4.738126413236717,4,0,False,7,6–9
2025-07-04,2271,#9,12.0,4.0,24.0,137.4,2025-07-04 03:00:00,2025-07-04 06:00:00,3.0,1.6094379124341005,4.93014804318357,4,0,False,3,2–6
2025-07-04,2268,#23,36.0,9.0,26.0,162.3,2025-07-04 00:00:00,2025-07-04 04:00:00,4.0,2.302585092994046,5.095588999976419,4,2,False,0,22–2
2025-07-04,2269,#29,44.0,6.285714285714286,31.0,167.04,2025-07-04 15:00:00,2025-07-04 22:00:00,7.0,1.9859154836690125,5.124202046301181,4,2,False,15,15–18
2025-07-05,2283,#7,24.0,6.0,21.0,186.2,2025-07-05 00:00:00,2025-07-05 04:00:00,4.0,1.9459101490553128,5.232177564043492,5,2,False,0,22–2
2025-07-05,2279,#15,27.0,5.4,33.0,170.0,2025-07-05 10:00:00,2025-07-05 15:00:00,5.0,1.8562979903656265,5.14166355650266,5,2,False,10,9–12
2025-07-05,2281,#23,32.0,8.0,30.0,156.06,2025-07-05 03:00:00,2025-07-05 07:00:00,4.0,2.19722457733622,5.056627897946728,5,2,False,3,2–6
2025-07-05,2282,#29,41.0,5.857142857142857,46.0,213.56,2025-07-05 15:00:00,2025-07-05 22:00:00,7.0,1.9252908618525777,5.368589419533368,5,1,False,15,15–18
2025-07-06,2294,#3,14.0,3.5,32.0,139.41,2025-07-06 00:00:00,2025-07-06 04:00:00,4.0,1.5040773967762742,4.944566714126551,6,0,False,0,22–2
2025-07-06,2295,#7,16.0,4.0,18.0,131.07,2025-07-06 03:00:00,2025-07-06 07:00:00,4.0,1.6094379124341005,4.883332085055713,6,0,False,3,2–6
2025-07-06,2291,#15,25.0,3.571428571428572,32.0,182.17,2025-07-06 08:00:00,2025-07-06 15:00:00,7.0,1.5198257537444133,5.210414683372125,6,1,False,8,6–9
2025-07-06,2293,#29,52.0,7.428571428571429,31.0,169.03,2025-07-06 15:00:00,2025-07-06 22:00:00,7.0,2.1316272948504063,5.135974892069394,6,2,False,15,15–18
2025-07-07,2305,#3,39.0,4.875,31.0,187.13,2025-07-07 00:00:00,2025-07-07 08:00:00,8.0,1.770706060030223,5.237133213223039,0,1,False,0,22–2
2025-07-07,2302,#21,21.0,3.5,31.0,127.73,2025-07-07 08:00:00,2025-07-07 14:00:00,6.0,1.5040773967762742,4.857717187671543,0,0,False,8,6–9
2025-07-07,2303,#22,15.0,1.6666666666666667,23.0,68.91,2025-07-07 14:00:00,2025-07-07 23:00:00,9.0,0.9808292530117262,4.247208700523894,0,0,True,14,12–15
2025-07-07,2304,#25,52.0,5.777777777777778,36.0,159.02,2025-07-07 14:00:00,2025-07-07 23:00:00,9.0,1.913649286837092,5.075298807421978,0,2,False,14,12–15
2025-07-08,2312,#21,34.0,4.857142857142857,31.0,138.21,2025-07-08 08:00:00,2025-07-08 15:00:00,7.0,1.7676619176489945,4.935983584400476,1,0,False,8,6–9
2025-07-08,2313,#23,28.0,7.0,20.0,125.57,2025-07-08 00:00:00,2025-07-08 04:00:00,4.0,2.079441541679836,4.840795514804357,1,2,False,0,22–2
2025-07-08,2314,#26,44.0,6.285714285714286,32.0,142.23,2025-07-08 15:00:00,2025-07-08 22:00:00,7.0,1.9859154836690125,4.964451729791774,1,2,False,15,15–18
2025-07-09,2324,#14,41.0,5.857142857142857,45.0,204.15,2025-07-09 16:00:00,2025-07-09 23:00:00,7.0,1.9252908618525777,5.323741418888195,2,1,False,16,15–18
2025-07-09,2325,#21,30.0,3.75,45.0,189.5,2025-07-09 08:00:00,2025-07-09 16:00:00,8.0,1.55814461804655,5.249652194566756,2,1,False,8,6–9
2025-07-09,2326,#23,38.0,5.428571428571429,41.0,194.27,2025-07-09 00:00:00,2025-07-09 07:00:00,7.0,1.8607523407150064,5.274383216252406,2,1,False,0,22–2
2025-07-10,2339,#3,18.0,4.5,20.0,144.58,2025-07-10 00:00:00,2025-07-10 04:00:00,4.0,1.7047480922384253,4.980725763690112,3,0,False,0,22–2
2025-07-10,2335,#20,42.0,6.0,29.0,171.66,2025-07-10 15:00:00,2025-07-10 22:00:00,7.0,1.9459101490553128,5.151324342807377,3,2,False,15,15–18
2025-07-10,2336,#21,29.000000000000004,4.142857142857143,45.0,184.02,2025-07-10 08:00:00,2025-07-10 15:00:00,7.0,1.637608789400797,5.2204639273431725,3,1,False,8,6–9
2025-07-10,2337,#23,13.0,4.333333333333333,53.0,248.0,2025-07-10 03:00:00,2025-07-10 06:00:00,3.0,1.6739764335716716,5.517452896464707,3,1,False,3,2–6
2025-07-11,2351,#3,31.0,4.428571428571429,24.0,140.36,2025-07-11 00:00:00,2025-07-11 07:00:00,7.0,1.6916760106710726,4.951309828011441,4,0,False,0,22–2
2025-07-11,2348,#20,67.0,8.375,34.0,178.23,2025-07-11 15:00:00,2025-07-11 23:00:00,8.0,2.2380465718564744,5.188669897243506,4,2,False,15,15–18
2025-07-11,2349,#21,33.0,5.5,32.0,187.85,2025-07-11 09:00:00,2025-07-11 15:00:00,6.0,1.8718021769015916,5.240953049158466,4,2,False,9,9–12
2025-07-12,2363,#2,12.0,6.0,38.0,251.16,2025-07-12 22:00:00,2025-07-13 00:00:00,2.0,1.9459101490553128,5.5300638066695145,5,1,False,22,22–2
2025-07-12,2364,#3,25.0,6.25,27.0,139.44,2025-07-12 03:00:00,2025-07-12 07:00:00,4.0,1.9810014688665836,4.944780351300231,5,2,False,3,2–6
2025-07-12,2359,#14,27.0,4.5,33.0,193.27,2025-07-12 09:00:00,2025-07-12 15:00:00,6.0,1.7047480922384253,5.269248944050689,5,1,False,9,9–12
2025-07-12,2360,#15,30.0,4.285714285714286,53.0,256.9,2025-07-12 15:00:00,2025-07-12 22:00:00,7.0,1.6650077635889111,5.552571912887299,5,1,True,15,15–18
2025-07-12,2361,#23,17.0,4.25,30.0,193.52,2025-07-12 00:00:00,2025-07-12 04:00:00,4.0,1.6582280766035324,5.270534985535585,5,1,False,0,22–2
2025-07-13,2370,#17,34.0,4.857142857142857,39.0,181.84,2025-07-13 08:00:00,2025-07-13 15:00:00,7.0,1.7676619176489945,5.208611453463544,6,1,False,8,6–9
2025-07-13,2371,#20,36.0,5.142857142857143,34.0,176.39,2025-07-13 15:00:00,2025-07-13 22:00:00,7.0,1.8152899666382487,5.178350698500848,6,1,False,15,15–18
2025-07-13,2373,#23,36.0,5.142857142857143,35.0,148.23,2025-07-13 00:00:00,2025-07-13 07:00:00,7.0,1.8152899666382487,5.0054887399433765,6,2,False,0,22–2
2025-07-13,2372,#22,15.0,2.142857142857143,32.0,131.28,2025-07-13 07:00:00,2025-07-13 14:00:00,7.0,1.1451323043030026,4.884920888113592,6,0,False,7,6–9
2025-07-13,2374,#25,20.0,2.2222222222222223,37.0,186.34,2025-07-13 14:00:00,2025-07-13 23:00:00,9.0,1.1700712526502546,5.232925147780985,6,1,False,14,12–15
2025-07-14,2382,#20,43.0,5.375,29.0,160.71,2025-07-14 14:00:00,2025-07-14 22:00:00,8.0,1.8523840910444895,5.085804607589853,0,2,False,14,12–15
2025-07-14,2383,#21,21.0,3.5,30.0,142.76,2025-07-14 08:00:00,2025-07-14 14:00:00,6.0,1.5040773967762742,4.968145242475304,0,0,False,8,6–9
2025-07-14,2385,#23,15.0,5.0,33.0,130.58,2025-07-14 04:00:00,2025-07-14 07:00:00,3.0,1.791759469228055,4.879615031657852,0,0,False,4,2–6
2025-07-14,2384,#22,18.0,2.0,23.0,68.15,2025-07-14 14:00:00,2025-07-14 23:00:00,9.0,1.0986122886681096,4.236278058110767,0,0,True,14,12–15
2025-07-14,2387,#29,14.0,3.5,25.0,144.01,2025-07-14 00:00:00,2025-07-14 04:00:00,4.0,1.5040773967762742,4.976802705559804,0,0,False,0,22–2
2025-07-15,2396,#1,46.0,6.571428571428571,34.0,172.34,2025-07-15 15:00:00,2025-07-15 22:00:00,7.0,2.0243817644968085,5.155254983706199,1,2,False,15,15–18
2025-07-15,2395,#17,22.0,5.5,28.0,190.25,2025-07-15 00:00:00,2025-07-15 04:00:00,4.0,1.8718021769015916,5.253581472706645,1,2,False,0,22–2
2025-07-15,2397,#21,33.0,8.25,45.0,224.52,2025-07-15 11:00:00,2025-07-15 15:00:00,4.0,2.224623551524334,5.418408846805857,1,1,False,11,9–12
2025-07-16,2406,#14,46.0,6.571428571428571,33.0,172.14,2025-07-16 16:00:00,2025-07-16 23:00:00,7.0,2.0243817644968085,5.154100515787627,2,2,False,16,15–18
2025-07-16,2407,#17,17.0,3.4,34.0,163.55,2025-07-16 03:00:00,2025-07-16 08:00:00,5.0,1.4816045409242156,5.103214475389349,2,1,False,3,2–6
2025-07-16,2408,#21,45.0,5.625,32.0,129.91,2025-07-16 08:00:00,2025-07-16 16:00:00,8.0,1.890850371872286,4.874510064192008,2,2,False,8,6–9
2025-07-16,2409,#23,19.0,9.5,20.0,103.63,2025-07-16 22:00:00,2025-07-17 00:00:00,2.0,2.3513752571634776,4.650430317392956,2,2,False,22,22–2
2025-07-17,2417,#21,19.0,2.7142857142857144,35.0,177.91,2025-07-17 08:00:00,2025-07-17 15:00:00,7.0,1.312186388966169,5.186882886101731,3,1,False,8,6–9
2025-07-17,2418,#23,27.0,3.375,25.0,131.24,2025-07-17 00:00:00,2025-07-17 08:00:00,8.0,1.4759065198095778,4.884618453512769,3,0,False,0,22–2
2025-07-17,2420,#26,50.0,5.555555555555555,40.0,190.7,2025-07-17 14:00:00,2025-07-17 23:00:00,9.0,1.8803128665695,5.255931650051599,3,1,False,14,12–15
2025-07-18,2430,#20,54.0,6.75,29.0,122.13,2025-07-18 14:00:00,2025-07-18 22:00:00,8.0,2.0476928433652555,4.81324070780478,4,2,False,14,12–15
2025-07-18,2431,#21,28.0,4.0,36.0,179.08,2025-07-18 08:00:00,2025-07-18 15:00:00,7.0,1.6094379124341005,5.193401196598477,4,1,False,8,6–9
2025-07-18,2433,#23,18.0,6.0,44.0,193.66,2025-07-18 04:00:00,2025-07-18 07:00:00,3.0,1.9459101490553128,5.271254446998348,4,1,False,4,2–6
2025-07-18,2435,#29,13.0,3.25,26.0,169.45,2025-07-18 00:00:00,2025-07-18 04:00:00,4.0,1.4469189829363254,5.138441998583912,4,0,False,0,22–2
2025-07-19,2443,#14,21.0,3.5,32.0,144.42,2025-07-19 08:00:00,2025-07-19 14:00:00,6.0,1.5040773967762742,4.979626107221911,5,0,False,8,6–9
2025-07-19,2444,#20,85.0,9.444444444444445,37.0,185.31,2025-07-19 14:00:00,2025-07-19 23:00:00,9.0,2.3460702049337847,5.227411953032263,5,2,False,14,12–15
2025-07-19,2446,#29,39.0,5.571428571428571,24.0,180.88,2025-07-19 00:00:00,2025-07-19 07:00:00,7.0,1.8827312474337816,5.20334712895681,5,2,False,0,22–2
2025-07-20,2458,#3,22.0,11.0,22.0,107.99,2025-07-20 22:00:00,2025-07-21 00:00:00,2.0,2.4849066497880004,4.69125613490122,6,2,True,22,22–2
2025-07-20,2454,#14,15.0,3.75,60.0,272.46,2025-07-20 10:00:00,2025-07-20 14:00:00,4.0,1.55814461804655,5.611155358880936,6,1,True,10,9–12
2025-07-20,2455,#20,44.0,5.5,50.0,203.4,2025-07-20 14:00:00,2025-07-20 22:00:00,8.0,1.8718021769015916,5.320078858329549,6,1,False,14,12–15
2025-07-20,2457,#29,11.0,3.6666666666666665,15.0,89.19,2025-07-20 03:00:00,2025-07-20 06:00:00,3.0,1.5404450409471488,4.501918556177617,6,0,True,3,2–6
2025-07-21,2470,#3,23.0,5.75,34.0,206.64,2025-07-21 03:00:00,2025-07-21 07:00:00,4.0,1.9095425048844383,5.3358058109590285,0,1,False,3,2–6
2025-07-21,2465,#15,46.0,5.111111111111111,36.0,177.22,2025-07-21 13:00:00,2025-07-21 22:00:00,9.0,1.810108607896252,5.183018742184574,0,1,False,13,12–15
2025-07-21,2467,#21,21.0,3.5,37.0,173.25,2025-07-21 08:00:00,2025-07-21 14:00:00,6.0,1.5040773967762742,5.160491049640633,0,1,False,8,6–9
2025-07-21,2468,#23,18.0,4.5,22.0,136.9,2025-07-21 00:00:00,2025-07-21 04:00:00,4.0,1.7047480922384253,4.926528784799256,0,0,False,0,22–2
2025-07-22,2477,#17,47.0,5.222222222222222,39.0,203.24,2025-07-22 14:00:00,2025-07-22 23:00:00,9.0,1.8281271133989296,5.319295772933229,1,1,False,14,12–15
2025-07-22,2478,#21,32.0,5.333333333333333,33.0,140.11,2025-07-22 08:00:00,2025-07-22 14:00:00,6.0,1.8458266904983307,4.949539728069669,1,2,False,8,6–9
2025-07-22,2480,#23,14.0,2.8,27.0,144.34,2025-07-22 00:00:00,2025-07-22 05:00:00,5.0,1.33500106673234,4.97907582518849,1,0,False,0,22–2
2025-07-23,2490,#2,11.0,3.6666666666666665,31.0,144.65,2025-07-23 00:00:00,2025-07-23 03:00:00,3.0,1.5404450409471488,4.981206483405444,2,0,False,0,22–2
2025-07-23,2487,#21,26.0,4.333333333333333,30.0,146.71,2025-07-23 08:00:00,2025-07-23 14:00:00,6.0,1.6739764335716716,4.995250892052509,2,0,False,8,6–9
2025-07-23,2488,#22,52.0,5.777777777777778,25.0,137.58,2025-07-23 13:00:00,2025-07-23 22:00:00,9.0,1.913649286837092,4.931447776199235,2,2,False,13,12–15
2025-07-24,2500,#1,42.0,6.0,40.0,189.65,2025-07-24 08:00:00,2025-07-24 15:00:00,7.0,1.9459101490553128,5.250439286303573,3,1,False,8,6–9
2025-07-24,2502,#3,17.0,5.666666666666667,38.0,129.76,2025-07-24 04:00:00,2025-07-24 07:00:00,3.0,1.8971199848858813,4.87336358185601,3,2,False,4,2–6
2025-07-24,2499,#15,44.0,6.285714285714286,32.0,130.48,2025-07-24 15:00:00,2025-07-24 22:00:00,7.0,1.9859154836690125,4.8788547487960185,3,2,False,15,15–18
2025-07-24,2501,#23,17.0,4.25,36.0,162.14,2025-07-24 00:00:00,2025-07-24 04:00:00,4.0,1.6582280766035324,5.094608727872434,3,1,False,0,22–2
2025-07-25,2511,#1,49.0,6.125,35.0,184.3,2025-07-25 14:00:00,2025-07-25 22:00:00,8.0,1.9636097261547143,5.221976133291314,4,1,False,14,12–15
2025-07-25,2514,#3,25.0,12.5,30.0,163.9,2025-07-25 22:00:00,2025-07-26 00:00:00,2.0,2.602689685444384,5.105339229565553,4,2,False,22,22–2
2025-07-25,2509,#14,23.0,3.8333333333333335,35.0,162.98,2025-07-25 08:00:00,2025-07-25 14:00:00,6.0,1.575536360758419,5.099744469168032,4,1,False,8,6–9
2025-07-25,2512,#23,19.0,6.333333333333333,45.0,242.36,2025-07-25 04:00:00,2025-07-25 07:00:00,3.0,1.992430164690206,5.494541828510982,4,1,False,4,2–6
2025-07-26,2522,#1,62.0,8.857142857142858,33.0,158.32,2025-07-26 15:00:00,2025-07-26 22:00:00,7.0,2.2881963555419462,5.070914758313443,5,2,False,15,15–18
2025-07-26,2524,#3,47.0,5.875,25.0,129.43,2025-07-26 00:00:00,2025-07-26 08:00:00,8.0,1.927891643552635,4.870836684382192,5,2,False,0,22–2
2025-07-26,2521,#14,26.0,3.7142857142857135,30.0,114.48,2025-07-26 08:00:00,2025-07-26 15:00:00,7.0,1.550597412411167,4.749097354794735,5,0,False,8,6–9
2025-07-27,2534,#3,47.0,5.875,38.0,143.56,2025-07-27 00:00:00,2025-07-27 08:00:00,8.0,1.927891643552635,4.973694646283973,6,2,False,0,22–2
2025-07-27,2535,#4,44.0,5.5,36.0,157.47,2025-07-27 14:00:00,2025-07-27 22:00:00,8.0,1.8718021769015916,5.065565300954717,6,2,False,14,12–15
2025-07-27,2532,#20,25.0,4.166666666666667,50.0,213.26,2025-07-27 09:00:00,2025-07-27 15:00:00,6.0,1.642227735257091,5.367190230834412,6,1,False,9,9–12
2025-07-28,2546,#3,13.0,4.333333333333333,28.0,125.67,2025-07-28 04:00:00,2025-07-28 07:00:00,3.0,1.6739764335716716,4.841585279495541,0,0,False,4,2–6
2025-07-28,2547,#4,42.0,6.0,30.0,156.74,2025-07-28 15:00:00,2025-07-28 22:00:00,7.0,1.9459101490553128,5.060948107969845,0,2,False,15,15–18
2025-07-28,2544,#17,35.0,4.375,39.0,173.67,2025-07-28 08:00:00,2025-07-28 16:00:00,8.0,1.6817585740137266,5.162898479440301,0,1,False,8,6–9
2025-07-28,2545,#23,24.0,6.0,25.0,160.7,2025-07-28 00:00:00,2025-07-28 04:00:00,4.0,1.9459101490553128,5.085742766583061,0,2,False,0,22–2
2025-07-29,2556,#1,46.0,5.75,31.0,134.14,2025-07-29 08:00:00,2025-07-29 16:00:00,8.0,1.9095425048844383,4.906311278124028,1,2,False,8,6–9
2025-07-29,2555,#17,47.0,7.833333333333333,41.0,219.5,2025-07-29 16:00:00,2025-07-29 22:00:00,6.0,2.178532444324067,5.395897694886901,1,1,False,16,15–18
2025-07-29,2558,#29,13.0,3.25,29.0,127.46,2025-07-29 00:00:00,2025-07-29 04:00:00,4.0,1.4469189829363254,4.855617571829646,1,0,False,0,22–2
2025-07-30,2566,#1,49.0,6.125,40.0,186.86,2025-07-30 15:00:00,2025-07-30 23:00:00,8.0,1.9636097261547143,5.2356970045663696,2,1,False,15,15–18
2025-07-30,2569,#3,23.0,5.75,22.0,131.4,2025-07-30 00:00:00,2025-07-30 04:00:00,4.0,1.9095425048844383,4.885827643502908,2,0,False,0,22–2
2025-07-30,2570,#4,17.0,2.833333333333333,37.0,147.25,2025-07-30 09:00:00,2025-07-30 15:00:00,6.0,1.3437347467010947,4.998900037877835,2,0,False,9,9–12
2025-07-30,2572,#9,14.0,2.8,23.0,106.88,2025-07-30 10:00:00,2025-07-30 15:00:00,5.0,1.33500106673234,4.681019498271529,2,0,False,10,9–12
2025-07-31,2581,#1,43.0,4.777777777777778,34.0,137.96,2025-07-31 14:00:00,2025-07-31 23:00:00,9.0,1.754019141245208,4.93418612193285,3,0,False,14,12–15
2025-07-31,2580,#17,30.0,4.285714285714286,33.0,144.8,2025-07-31 08:00:00,2025-07-31 15:00:00,7.0,1.6650077635889111,4.982235819574558,3,0,False,8,6–9
2025-07-31,2582,#23,22.0,5.5,27.0,141.1,2025-07-31 00:00:00,2025-07-31 04:00:00,4.0,1.8718021769015916,4.956531035103055,3,2,False,0,22–2
2025-08-01,2594,#7,41.0,10.25,27.0,133.47,2025-08-01 00:00:00,2025-08-01 04:00:00,4.0,2.4203681286504293,4.901341125835779,4,2,False,0,22–2
2025-08-01,2590,#10,30.0,4.285714285714286,37.0,146.16,2025-08-01 15:00:00,2025-08-01 22:00:00,7.0,1.6650077635889111,4.991520430236574,4,1,False,15,15–18
2025-08-01,2591,#17,41.0,6.833333333333333,42.0,164.06,2025-08-01 09:00:00,2025-08-01 15:00:00,6.0,2.0583881324820035,5.106309044164538,4,1,False,9,9–12
2025-08-01,2592,#23,14.0,3.5,55.0,228.01,2025-08-01 04:00:00,2025-08-01 08:00:00,4.0,1.5040773967762742,5.433765670723085,4,1,True,4,2–6
2025-08-01,2593,#25,17.0,2.4285714285714284,42.0,194.52,2025-08-01 15:00:00,2025-08-01 22:00:00,7.0,1.2321436812926323,5.275662675983231,4,1,False,15,15–18
2025-08-02,2605,#4,26.0,3.7142857142857135,39.0,137.12,2025-08-02 09:00:00,2025-08-02 16:00:00,7.0,1.550597412411167,4.928122872521792,5,1,False,9,9–12
