datum,ID,zamestnanec,pocet_transakci,transakce_za_hod,SOS_sec,AGC,smena_zacatek,smena_konec,trvani_hodin
2025-01-16,195,KIOSKAPI1  API,448.0,18.666666666666668,8.0,229.51,2025-01-16,2025-01-17,24.0
2025-01-16,197,WOLT  WOLT,38.0,1.5833333333333333,275.0,368.3,2025-01-16,2025-01-17,24.0
2025-01-17,205,BOLT  BOLT,20.0,0.8333333333333334,208.0,322.77,2025-01-17,2025-01-18,24.0
2025-01-17,208,KIOSKAPI1  API,460.0,19.166666666666668,6.0,245.15,2025-01-17,2025-01-18,24.0
2025-01-17,210,WOLT  WOLT,47.0,1.9583333333333333,236.0,316.09,2025-01-17,2025-01-18,24.0
2025-01-18,221,KIOSKAPI1  API,552.0,23.0,10.0,265.18,2025-01-18,2025-01-19,24.0
2025-01-18,223,WOLT  WOLT,48.0,2.0,283.0,360.64,2025-01-18,2025-01-19,24.0
2025-01-19,231,BOLT  BOLT,18.0,0.75,362.0,328.13,2025-01-19,2025-01-20,24.0
2025-01-19,234,KIOSKAPI1  API,437.0,18.208333333333332,10.0,256.0,2025-01-19,2025-01-20,24.0
2025-01-19,236,WOLT  WOLT,48.0,2.0,335.0,371.0,2025-01-19,2025-01-20,24.0
2025-01-20,247,KIOSKAPI1  API,350.0,14.583333333333334,8.0,241.14,2025-01-20,2025-01-21,24.0
2025-01-20,249,WOLT  WOLT,49.0,2.0416666666666665,330.0,412.45,2025-01-20,2025-01-21,24.0
2025-01-21,259,KIOSKAPI1  API,370.0,15.416666666666666,8.0,225.26,2025-01-21,2025-01-22,24.0
2025-01-21,261,WOLT  WOLT,38.0,1.5833333333333333,212.0,332.66,2025-01-21,2025-01-22,24.0
2025-01-22,270,KIOSKAPI1  API,386.0,16.083333333333332,10.0,212.03,2025-01-22,2025-01-23,24.0
2025-01-22,272,WOLT  WOLT,33.0,1.375,146.0,316.02,2025-01-22,2025-01-23,24.0
2025-01-23,282,KIOSKAPI1  API,425.0,17.708333333333332,10.0,226.4,2025-01-23,2025-01-24,24.0
2025-01-23,284,WOLT  WOLT,30.0,1.25,192.0,331.01,2025-01-23,2025-01-24,24.0
2025-01-24,295,KIOSKAPI1  API,542.0,22.583333333333332,11.0,246.98,2025-01-24,2025-01-25,24.0
2025-01-24,297,WOLT  WOLT,51.0,2.125,390.0,417.89,2025-01-24,2025-01-25,24.0
2025-01-25,308,KIOSKAPI1  API,573.0,23.875,11.0,249.75,2025-01-25,2025-01-26,24.0
2025-01-25,310,WOLT  WOLT,44.0,1.8333333333333333,268.0,455.64,2025-01-25,2025-01-26,24.0
2025-01-26,320,KIOSKAPI1  API,467.0,19.458333333333332,20.0,256.09,2025-01-26,2025-01-27,24.0
2025-01-26,322,WOLT  WOLT,51.0,2.125,217.0,370.26,2025-01-26,2025-01-27,24.0
2025-01-27,332,KIOSKAPI1  API,404.0,16.833333333333332,8.0,233.59,2025-01-27,2025-01-28,24.0
2025-01-27,334,WOLT  WOLT,38.0,1.5833333333333333,490.0,328.24,2025-01-27,2025-01-28,24.0
2025-01-28,344,KIOSKAPI1  API,410.0,17.083333333333332,8.0,245.32,2025-01-28,2025-01-29,24.0
2025-01-28,346,WOLT  WOLT,44.0,1.8333333333333333,177.0,370.98,2025-01-28,2025-01-29,24.0
2025-01-29,357,KIOSKAPI1  API,405.0,16.875,7.0,210.87,2025-01-29,2025-01-30,24.0
2025-01-29,359,WOLT  WOLT,37.0,1.5416666666666667,222.0,403.91,2025-01-29,2025-01-30,24.0
2025-01-30,369,KIOSKAPI1  API,462.0,19.25,13.0,219.0,2025-01-30,2025-01-31,24.0
2025-01-30,371,WOLT  WOLT,44.0,1.8333333333333333,251.0,380.19,2025-01-30,2025-01-31,24.0
2025-01-31,381,KIOSKAPI1  API,565.0,23.541666666666668,11.0,243.59,2025-01-31,2025-02-01,24.0
2025-01-31,383,WOLT  WOLT,46.0,1.9166666666666667,311.0,381.11,2025-01-31,2025-02-01,24.0
2025-02-01,391,BOLT  BOLT,24.0,1.0,319.0,363.58,2025-02-01,2025-02-02,24.0
2025-02-01,394,KIOSKAPI1  API,579.0,24.125,10.0,251.47,2025-02-01,2025-02-02,24.0
2025-02-01,396,WOLT  WOLT,57.0,2.375,324.0,403.23,2025-02-01,2025-02-02,24.0
2025-02-02,405,KIOSKAPI1  API,426.0,17.75,11.0,260.8,2025-02-02,2025-02-03,24.0
2025-02-02,407,WOLT  WOLT,37.0,1.5416666666666667,254.0,411.8,2025-02-02,2025-02-03,24.0
2025-02-03,419,KIOSKAPI1  API,434.0,18.083333333333332,11.0,244.01,2025-02-03,2025-02-04,24.0
2025-02-03,421,WOLT  WOLT,50.0,2.0833333333333335,402.0,426.14,2025-02-03,2025-02-04,24.0
2025-02-04,432,KIOSKAPI1  API,437.0,18.208333333333332,8.0,223.48,2025-02-04,2025-02-05,24.0
2025-02-04,434,WOLT  WOLT,41.0,1.7083333333333333,276.0,355.44,2025-02-04,2025-02-05,24.0
2025-02-05,444,KIOSKAPI1  API,468.0,19.5,10.0,214.95,2025-02-05,2025-02-06,24.0
2025-02-05,446,WOLT  WOLT,40.0,1.6666666666666667,376.0,444.4,2025-02-05,2025-02-06,24.0
2025-02-06,457,KIOSKAPI1  API,478.0,19.916666666666668,10.0,232.94,2025-02-06,2025-02-07,24.0
2025-02-06,459,WOLT  WOLT,42.0,1.75,253.0,382.78,2025-02-06,2025-02-07,24.0
2025-02-07,470,KIOSKAPI1  API,572.0,23.833333333333332,7.0,229.43,2025-02-07,2025-02-08,24.0
2025-02-07,472,WOLT  WOLT,40.0,1.6666666666666667,332.0,386.85,2025-02-07,2025-02-08,24.0
2025-02-08,483,KIOSKAPI1  API,628.0,26.166666666666668,49.0,273.3,2025-02-08,2025-02-09,24.0
2025-02-08,485,WOLT  WOLT,48.0,2.0,307.0,393.64,2025-02-08,2025-02-09,24.0
2025-02-09,495,KIOSKAPI1  API,456.0,19.0,18.0,260.32,2025-02-09,2025-02-10,24.0
2025-02-09,497,WOLT  WOLT,44.0,1.8333333333333333,354.0,372.91,2025-02-09,2025-02-10,24.0
2025-02-10,508,KIOSKAPI1  API,446.0,18.583333333333332,8.0,237.05,2025-02-10,2025-02-11,24.0
2025-02-10,510,WOLT  WOLT,42.0,1.75,367.0,392.86,2025-02-10,2025-02-11,24.0
2025-02-11,519,KIOSKAPI1  API,476.0,19.833333333333332,10.0,236.51,2025-02-11,2025-02-12,24.0
2025-02-11,521,WOLT  WOLT,37.0,1.5416666666666667,293.0,356.66,2025-02-11,2025-02-12,24.0
2025-02-12,532,KIOSKAPI1  API,517.0,21.541666666666668,10.0,239.59,2025-02-12,2025-02-13,24.0
2025-02-12,534,WOLT  WOLT,41.0,1.7083333333333333,354.0,363.41,2025-02-12,2025-02-13,24.0
2025-02-13,543,KIOSKAPI1  API,511.0,21.291666666666668,11.0,241.72,2025-02-13,2025-02-14,24.0
2025-02-13,545,WOLT  WOLT,30.0,1.25,177.0,343.63,2025-02-13,2025-02-14,24.0
2025-02-14,556,KIOSKAPI1  API,585.0,24.375,9.0,259.27,2025-02-14,2025-02-15,24.0
2025-02-14,558,WOLT  WOLT,42.0,1.75,399.0,396.49,2025-02-14,2025-02-15,24.0
2025-02-15,568,KIOSKAPI1  API,689.0,28.708333333333332,7.0,277.0,2025-02-15,2025-02-16,24.0
2025-02-15,570,WOLT  WOLT,29.0,1.2083333333333333,429.0,361.64,2025-02-15,2025-02-16,24.0
2025-02-16,581,KIOSKAPI1  API,540.0,22.5,14.0,283.91,2025-02-16,2025-02-17,24.0
2025-02-16,583,WOLT  WOLT,38.0,1.5833333333333333,480.0,403.81,2025-02-16,2025-02-17,24.0
2025-02-17,594,KIOSKAPI1  API,508.0,21.166666666666668,8.0,236.78,2025-02-17,2025-02-18,24.0
2025-02-17,596,WOLT  WOLT,39.0,1.625,332.0,339.19,2025-02-17,2025-02-18,24.0
2025-02-18,607,KIOSKAPI1  API,480.0,20.0,10.0,247.88,2025-02-18,2025-02-19,24.0
2025-02-18,609,WOLT  WOLT,30.0,1.25,299.0,387.56,2025-02-18,2025-02-19,24.0
2025-02-19,618,DELIVERY_HERO  DELIVERY,16.0,0.6666666666666666,223.0,384.1,2025-02-19,2025-02-20,24.0
2025-02-19,620,KIOSKAPI1  API,459.0,19.125,9.0,249.88,2025-02-19,2025-02-20,24.0
2025-02-19,622,WOLT  WOLT,39.0,1.625,308.0,341.44,2025-02-19,2025-02-20,24.0
2025-02-20,632,KIOSKAPI1  API,544.0,22.666666666666668,12.0,246.91,2025-02-20,2025-02-21,24.0
2025-02-20,634,WOLT  WOLT,34.0,1.4166666666666667,348.0,357.12,2025-02-20,2025-02-21,24.0
2025-02-21,644,KIOSKAPI1  API,778.0,32.416666666666664,10.0,251.64,2025-02-21,2025-02-22,24.0
2025-02-21,646,WOLT  WOLT,35.0,1.4583333333333333,270.0,432.5,2025-02-21,2025-02-22,24.0
2025-02-22,657,KIOSKAPI1  API,789.0,32.875,10.0,262.66,2025-02-22,2025-02-23,24.0
2025-02-22,659,WOLT  WOLT,39.0,1.625,381.0,375.46,2025-02-22,2025-02-23,24.0
2025-02-23,671,KIOSKAPI1  API,619.0,25.791666666666668,15.0,266.55,2025-02-23,2025-02-24,24.0
2025-02-23,673,WOLT  WOLT,46.0,1.9166666666666667,263.0,347.65,2025-02-23,2025-02-24,24.0
2025-02-24,684,KIOSKAPI1  API,592.0,24.666666666666668,16.0,232.15,2025-02-24,2025-02-25,24.0
2025-02-24,686,WOLT  WOLT,40.0,1.6666666666666667,494.0,364.58,2025-02-24,2025-02-25,24.0
2025-02-25,696,KIOSKAPI1  API,531.0,22.125,10.0,244.04,2025-02-25,2025-02-26,24.0
2025-02-25,698,WOLT  WOLT,30.0,1.25,2583.0,316.4,2025-02-25,2025-02-26,24.0
2025-02-26,709,KIOSKAPI1  API,598.0,24.916666666666668,9.0,229.34,2025-02-26,2025-02-27,24.0
2025-02-26,711,WOLT  WOLT,41.0,1.7083333333333333,294.0,380.71,2025-02-26,2025-02-27,24.0
2025-02-27,720,KIOSKAPI1  API,664.0,27.666666666666668,8.0,245.11,2025-02-27,2025-02-28,24.0
2025-02-27,722,WOLT  WOLT,26.0,1.0833333333333333,618.0,352.44,2025-02-27,2025-02-28,24.0
2025-02-28,734,KIOSKAPI1  API,815.0,33.958333333333336,18.0,248.16,2025-02-28,2025-03-01,24.0
2025-02-28,736,WOLT  WOLT,27.0,1.125,322.0,337.33,2025-02-28,2025-03-01,24.0
2025-03-01,745,DELIVERY_HERO  DELIVERY,17.0,0.7083333333333334,238.0,525.37,2025-03-01,2025-03-02,24.0
2025-03-01,747,KIOSKAPI1  API,802.0,33.416666666666664,36.0,275.64,2025-03-01,2025-03-02,24.0
2025-03-01,749,WOLT  WOLT,41.0,1.7083333333333333,298.0,391.68,2025-03-01,2025-03-02,24.0
2025-03-02,759,KIOSKAPI1  API,608.0,25.333333333333332,14.0,267.29,2025-03-02,2025-03-03,24.0
2025-03-02,761,WOLT  WOLT,52.0,2.1666666666666665,422.0,386.97,2025-03-02,2025-03-03,24.0
2025-03-03,772,KIOSKAPI1  API,552.0,23.0,33.0,244.53,2025-03-03,2025-03-04,24.0
2025-03-03,774,WOLT  WOLT,46.0,1.9166666666666667,284.0,319.91,2025-03-03,2025-03-04,24.0
2025-03-04,785,KIOSKAPI1  API,551.0,22.958333333333332,13.0,240.6,2025-03-04,2025-03-05,24.0
2025-03-04,787,WOLT  WOLT,33.0,1.375,346.0,322.19,2025-03-04,2025-03-05,24.0
2025-03-05,798,KIOSKAPI1  API,540.0,22.5,9.0,233.11,2025-03-05,2025-03-06,24.0
2025-03-05,800,WOLT  WOLT,34.0,1.4166666666666667,284.0,350.11,2025-03-05,2025-03-06,24.0
2025-03-06,810,KIOSKAPI1  API,671.0,27.958333333333332,13.0,245.39,2025-03-06,2025-03-07,24.0
2025-03-06,812,WOLT  WOLT,51.0,2.125,410.0,376.93,2025-03-06,2025-03-07,24.0
2025-03-07,823,KIOSKAPI1  API,836.0,34.833333333333336,19.0,241.22,2025-03-07,2025-03-08,24.0
2025-03-07,825,WOLT  WOLT,49.0,2.0416666666666665,271.0,384.24,2025-03-07,2025-03-08,24.0
2025-03-08,836,KIOSKAPI1  API,960.0,40.0,10.0,257.27,2025-03-08,2025-03-09,24.0
2025-03-08,838,WOLT  WOLT,40.0,1.6666666666666667,326.0,376.0,2025-03-08,2025-03-09,24.0
2025-03-09,849,KIOSKAPI1  API,652.0,27.166666666666668,12.0,249.55,2025-03-09,2025-03-10,24.0
2025-03-09,851,WOLT  WOLT,52.0,2.1666666666666665,308.0,354.72,2025-03-09,2025-03-10,24.0
2025-03-10,858,DELIVERY_HERO  DELIVERY,14.0,0.5833333333333334,242.0,354.59,2025-03-10,2025-03-11,24.0
2025-03-10,860,KIOSKAPI1  API,556.0,23.166666666666668,15.0,222.91,2025-03-10,2025-03-11,24.0
2025-03-10,862,WOLT  WOLT,40.0,1.6666666666666667,232.0,369.91,2025-03-10,2025-03-11,24.0
2025-03-11,872,KIOSKAPI1  API,630.0,26.25,11.0,238.53,2025-03-11,2025-03-12,24.0
2025-03-11,874,WOLT  WOLT,41.0,1.7083333333333333,298.0,313.18,2025-03-11,2025-03-12,24.0
2025-03-12,883,KIOSKAPI1  API,546.0,22.75,14.0,220.66,2025-03-12,2025-03-13,24.0
2025-03-12,885,WOLT  WOLT,41.0,1.7083333333333333,314.0,325.7,2025-03-12,2025-03-13,24.0
2025-03-13,896,KIOSKAPI1  API,610.0,25.416666666666668,8.0,246.23,2025-03-13,2025-03-14,24.0
2025-03-13,898,WOLT  WOLT,45.0,1.875,250.0,328.69,2025-03-13,2025-03-14,24.0
2025-03-14,908,KIOSKAPI1  API,818.0,34.083333333333336,11.0,245.98,2025-03-14,2025-03-15,24.0
2025-03-14,910,WOLT  WOLT,52.0,2.1666666666666665,249.0,328.14,2025-03-14,2025-03-15,24.0
2025-03-15,920,KIOSKAPI1  API,810.0,33.75,9.0,267.15,2025-03-15,2025-03-16,24.0
2025-03-15,922,WOLT  WOLT,57.0,2.375,200.0,368.95,2025-03-15,2025-03-16,24.0
2025-03-16,932,KIOSKAPI1  API,564.0,23.5,12.0,249.4,2025-03-16,2025-03-17,24.0
2025-03-16,934,WOLT  WOLT,39.0,1.625,281.0,313.03,2025-03-16,2025-03-17,24.0
2025-03-17,945,KIOSKAPI1  API,488.0,20.333333333333332,8.0,236.07,2025-03-17,2025-03-18,24.0
2025-03-17,947,WOLT  WOLT,32.0,1.3333333333333333,422.0,345.73,2025-03-17,2025-03-18,24.0
2025-03-18,956,KIOSKAPI1  API,515.0,21.458333333333332,10.0,251.6,2025-03-18,2025-03-19,24.0
2025-03-18,958,WOLT  WOLT,40.0,1.6666666666666667,316.0,298.97,2025-03-18,2025-03-19,24.0
2025-03-19,968,KIOSKAPI1  API,639.0,26.625,9.0,207.71,2025-03-19,2025-03-20,24.0
2025-03-19,970,WOLT  WOLT,37.0,1.5416666666666667,272.0,286.73,2025-03-19,2025-03-20,24.0
2025-03-20,980,KIOSKAPI1  API,708.0,29.5,21.0,233.18,2025-03-20,2025-03-21,24.0
2025-03-20,982,WOLT  WOLT,42.0,1.75,371.0,395.3,2025-03-20,2025-03-21,24.0
2025-03-21,994,KIOSKAPI1  API,941.0,39.208333333333336,20.0,254.22,2025-03-21,2025-03-22,24.0
2025-03-21,996,WOLT  WOLT,56.0,2.3333333333333335,275.0,378.44,2025-03-21,2025-03-22,24.0
2025-03-22,1006,KIOSKAPI1  API,847.0,35.291666666666664,8.0,256.28,2025-03-22,2025-03-23,24.0
2025-03-22,1008,WOLT  WOLT,45.0,1.875,310.0,356.92,2025-03-22,2025-03-23,24.0
2025-03-23,1019,KIOSKAPI1  API,657.0,27.375,15.0,258.5,2025-03-23,2025-03-24,24.0
2025-03-23,1021,WOLT  WOLT,42.0,1.75,371.0,372.49,2025-03-23,2025-03-24,24.0
2025-03-24,1031,KIOSKAPI1  API,556.0,23.166666666666668,10.0,241.5,2025-03-24,2025-03-25,24.0
2025-03-24,1033,WOLT  WOLT,29.0,1.2083333333333333,289.0,436.73,2025-03-24,2025-03-25,24.0
2025-03-25,1044,KIOSKAPI1  API,621.0,25.875,44.0,231.04,2025-03-25,2025-03-26,24.0
2025-03-25,1046,WOLT  WOLT,36.0,1.5,290.0,354.49,2025-03-25,2025-03-26,24.0
2025-03-26,1058,KIOSKAPI1  API,650.0,27.083333333333332,10.0,226.09,2025-03-26,2025-03-27,24.0
2025-03-26,1060,WOLT  WOLT,29.0,1.2083333333333333,346.0,333.31,2025-03-26,2025-03-27,24.0
2025-03-27,1071,KIOSKAPI1  API,691.0,28.791666666666668,9.0,233.34,2025-03-27,2025-03-28,24.0
2025-03-27,1073,WOLT  WOLT,33.0,1.375,258.0,349.89,2025-03-27,2025-03-28,24.0
2025-03-28,1083,KIOSKAPI1  API,867.0,36.125,7.0,248.41,2025-03-28,2025-03-29,24.0
2025-03-28,1085,WOLT  WOLT,42.0,1.75,305.0,296.79,2025-03-28,2025-03-29,24.0
2025-03-29,1096,KIOSKAPI1  API,863.0,35.958333333333336,14.0,265.56,2025-03-29,2025-03-30,24.0
2025-03-29,1098,WOLT  WOLT,36.0,1.5,614.0,365.35,2025-03-29,2025-03-30,24.0
2025-03-30,1110,KIOSKAPI1  API,670.0,27.916666666666668,13.0,252.58,2025-03-30,2025-03-31,24.0
2025-03-30,1112,WOLT  WOLT,39.0,1.625,330.0,346.82,2025-03-30,2025-03-31,24.0
2025-03-31,1121,KIOSKAPI1  API,610.0,25.416666666666668,11.0,225.48,2025-03-31,2025-04-01,24.0
2025-03-31,1123,WOLT  WOLT,43.0,1.7916666666666667,245.0,301.99,2025-03-31,2025-04-01,24.0
2025-04-01,1133,KIOSKAPI1  API,644.0,26.833333333333332,12.0,229.77,2025-04-01,2025-04-02,24.0
2025-04-01,1135,WOLT  WOLT,33.0,1.375,919.0,362.66,2025-04-01,2025-04-02,24.0
2025-04-02,1144,KIOSKAPI1  API,699.0,29.125,26.0,237.11,2025-04-02,2025-04-03,24.0
2025-04-02,1146,WOLT  WOLT,42.0,1.75,251.0,334.67,2025-04-02,2025-04-03,24.0
2025-04-03,1156,KIOSKAPI1  API,826.0,34.416666666666664,11.0,237.55,2025-04-03,2025-04-04,24.0
2025-04-03,1158,WOLT  WOLT,32.0,1.3333333333333333,466.0,391.91,2025-04-03,2025-04-04,24.0
2025-04-04,1170,KIOSKAPI1  API,826.0,34.416666666666664,9.0,250.3,2025-04-04,2025-04-05,24.0
2025-04-04,1172,WOLT  WOLT,34.0,1.4166666666666667,224.0,302.1,2025-04-04,2025-04-05,24.0
2025-04-05,1182,DELIVERY_HERO  DELIVERY,19.0,0.7916666666666666,384.0,355.69,2025-04-05,2025-04-06,24.0
2025-04-05,1184,KIOSKAPI1  API,766.0,31.916666666666668,12.0,277.97,2025-04-05,2025-04-06,24.0
2025-04-05,1186,WOLT  WOLT,39.0,1.625,399.0,304.65,2025-04-05,2025-04-06,24.0
2025-04-06,1196,KIOSKAPI1  API,605.0,25.208333333333332,14.0,257.51,2025-04-06,2025-04-07,24.0
2025-04-06,1198,WOLT  WOLT,38.0,1.5833333333333333,279.0,381.41,2025-04-06,2025-04-07,24.0
2025-04-07,1207,DELIVERY_HERO  DELIVERY,26.0,1.0833333333333333,221.0,376.44,2025-04-07,2025-04-08,24.0
2025-04-07,1209,KIOSKAPI1  API,560.0,23.333333333333332,10.0,218.04,2025-04-07,2025-04-08,24.0
2025-04-07,1211,WOLT  WOLT,39.0,1.625,230.0,328.11,2025-04-07,2025-04-08,24.0
2025-04-08,1222,KIOSKAPI1  API,587.0,24.458333333333332,15.0,226.77,2025-04-08,2025-04-09,24.0
2025-04-08,1224,WOLT  WOLT,33.0,1.375,248.0,360.15,2025-04-08,2025-04-09,24.0
2025-04-09,1232,KIOSKAPI1  API,696.0,29.0,16.0,230.81,2025-04-09,2025-04-10,24.0
2025-04-09,1234,WOLT  WOLT,22.0,0.9166666666666666,500.0,396.59,2025-04-09,2025-04-10,24.0
2025-04-10,1244,KIOSKAPI1  API,748.0,31.166666666666668,15.0,248.53,2025-04-10,2025-04-11,24.0
2025-04-10,1246,WOLT  WOLT,22.0,0.9166666666666666,344.0,360.27,2025-04-10,2025-04-11,24.0
2025-04-11,1255,DELIVERY_HERO  DELIVERY,15.0,0.625,300.0,276.13,2025-04-11,2025-04-12,24.0
2025-04-11,1257,KIOSKAPI1  API,788.0,32.833333333333336,10.0,245.02,2025-04-11,2025-04-12,24.0
2025-04-11,1259,WOLT  WOLT,26.0,1.0833333333333333,305.0,369.27,2025-04-11,2025-04-12,24.0
2025-04-12,1269,DELIVERY_HERO  DELIVERY,18.0,0.75,332.0,384.92,2025-04-12,2025-04-13,24.0
2025-04-12,1271,KIOSKAPI1  API,895.0,37.291666666666664,7.0,274.83,2025-04-12,2025-04-13,24.0
2025-04-12,1273,WOLT  WOLT,34.0,1.4166666666666667,476.0,373.53,2025-04-12,2025-04-13,24.0
2025-04-13,1281,KIOSKAPI1  API,756.0,31.5,22.0,260.45,2025-04-13,2025-04-14,24.0
2025-04-13,1283,WOLT  WOLT,66.0,2.75,396.0,385.01,2025-04-13,2025-04-14,24.0
2025-04-14,1293,DELIVERY_HERO  DELIVERY,26.0,1.0833333333333333,343.0,391.14,2025-04-14,2025-04-15,24.0
2025-04-14,1295,KIOSKAPI1  API,706.0,29.416666666666668,18.0,231.19,2025-04-14,2025-04-15,24.0
2025-04-14,1297,WOLT  WOLT,60.0,2.5,390.0,396.06,2025-04-14,2025-04-15,24.0
2025-04-15,1306,KIOSKAPI1  API,696.0,29.0,13.0,247.08,2025-04-15,2025-04-16,24.0
2025-04-15,1308,WOLT  WOLT,28.0,1.1666666666666667,262.0,371.84,2025-04-15,2025-04-16,24.0
2025-04-16,1316,KIOSKAPI1  API,607.0,25.291666666666668,13.0,228.77,2025-04-16,2025-04-17,24.0
2025-04-16,1318,WOLT  WOLT,41.0,1.7083333333333333,434.0,363.13,2025-04-16,2025-04-17,24.0
2025-04-17,1326,DELIVERY_HERO  DELIVERY,13.0,0.5416666666666666,545.0,314.01,2025-04-17,2025-04-18,24.0
2025-04-17,1328,KIOSKAPI1  API,701.0,29.208333333333332,59.0,241.23,2025-04-17,2025-04-18,24.0
2025-04-17,1330,WOLT  WOLT,39.0,1.625,552.0,298.4,2025-04-17,2025-04-18,24.0
2025-04-18,1341,KIOSKAPI1  API,657.0,27.375,14.0,270.71,2025-04-18,2025-04-19,24.0
2025-04-18,1343,WOLT  WOLT,38.0,1.5833333333333333,448.0,361.94,2025-04-18,2025-04-19,24.0
2025-04-19,1354,KIOSKAPI1  API,723.0,30.125,15.0,269.21,2025-04-19,2025-04-20,24.0
2025-04-19,1356,WOLT  WOLT,42.0,1.75,298.0,386.71,2025-04-19,2025-04-20,24.0
2025-04-20,1366,KIOSKAPI1  API,708.0,29.5,24.0,261.65,2025-04-20,2025-04-21,24.0
2025-04-20,1368,WOLT  WOLT,30.0,1.25,434.0,418.42,2025-04-20,2025-04-21,24.0
2025-04-21,1378,KIOSKAPI1  API,527.0,21.958333333333332,16.0,243.02,2025-04-21,2025-04-22,24.0
2025-04-21,1380,WOLT  WOLT,44.0,1.8333333333333333,351.0,383.81,2025-04-21,2025-04-22,24.0
2025-04-22,1390,KIOSKAPI1  API,433.0,18.041666666666668,6.0,210.57,2025-04-22,2025-04-23,24.0
2025-04-22,1392,WOLT  WOLT,33.0,1.375,265.0,335.15,2025-04-22,2025-04-23,24.0
2025-04-23,1403,KIOSKAPI1  API,505.0,21.041666666666668,24.0,234.28,2025-04-23,2025-04-24,24.0
2025-04-23,1405,WOLT  WOLT,33.0,1.375,312.0,299.16,2025-04-23,2025-04-24,24.0
