datum,ID,zamestnanec,pocet_transakci,transakce_za_hod,SOS_sec,AGC,smena_zacatek,smena_konec,trvani_hodin
2025-11-14,3752,#23,25.0,8.333333333333334,23.0,252.43,2025-11-14 21:00:00,2025-11-15 00:00:00,3.0
2025-11-15,3765,#4,56.0,6.222222222222222,33.0,145.85,2025-11-15 13:00:00,2025-11-15 22:00:00,9.0
2025-11-15,3766,#9,2.0,2.0,7.0,-104.91,2025-11-15 19:00:00,2025-11-15 20:00:00,1.0
2025-11-15,3763,#23,55.0,7.857142857142857,26.0,211.44,2025-11-15 00:00:00,2025-11-15 07:00:00,7.0
2025-11-15,3764,#25,16.0,2.0,75.0,225.13,2025-11-15 06:00:00,2025-11-15 14:00:00,8.0
2025-11-16,3775,#4,27.0,5.4,29.0,129.36,2025-11-16 15:00:00,2025-11-16 20:00:00,5.0
2025-11-16,3776,#7,17.0,8.5,13.0,99.35,2025-11-16 22:00:00,2025-11-17 00:00:00,2.0
2025-11-16,3777,#9,17.0,3.4,45.0,178.54,2025-11-16 18:00:00,2025-11-16 23:00:00,5.0
2025-11-16,3773,#23,30.0,5.0,28.0,269.97,2025-11-16 01:00:00,2025-11-16 07:00:00,6.0
2025-11-16,3774,#25,31.0,3.4444444444444446,36.0,219.0,2025-11-16 06:00:00,2025-11-16 15:00:00,9.0
2025-11-17,3788,#4,71.0,8.875,30.0,132.15,2025-11-17 15:00:00,2025-11-17 23:00:00,8.0
2025-11-17,3789,#8,23.0,5.75,33.0,273.36,2025-11-17 00:00:00,2025-11-17 04:00:00,4.0
2025-11-17,3785,#21,33.0,4.714285714285714,36.0,173.43,2025-11-17 08:00:00,2025-11-17 15:00:00,7.0
2025-11-17,3787,#23,23.0,5.75,25.0,112.55,2025-11-17 03:00:00,2025-11-17 07:00:00,4.0
2025-11-17,3786,#22,29.000000000000004,4.142857142857143,28.0,100.82,2025-11-17 14:00:00,2025-11-17 21:00:00,7.0
2025-11-18,3799,#7,1.0,1.0,9.0,185.71,2025-11-18 16:00:00,2025-11-18 17:00:00,1.0
2025-11-18,3800,#8,18.0,3.6,33.0,127.48,2025-11-18 00:00:00,2025-11-18 05:00:00,5.0
2025-11-18,3797,#20,27.0,4.5,38.0,206.06,2025-11-18 16:00:00,2025-11-18 22:00:00,6.0
2025-11-18,3798,#21,37.0,5.285714285714286,42.0,172.22,2025-11-18 09:00:00,2025-11-18 16:00:00,7.0
2025-11-19,3809,#8,23.0,3.2857142857142856,35.0,165.54,2025-11-19 00:00:00,2025-11-19 07:00:00,7.0
2025-11-19,3806,#14,29.0,4.833333333333333,32.0,200.72,2025-11-19 16:00:00,2025-11-19 22:00:00,6.0
2025-11-19,3807,#16,4.0,4.0,20.0,111.86,2025-11-19 07:00:00,2025-11-19 08:00:00,1.0
2025-11-19,3808,#21,32.0,4.0,26.0,175.04,2025-11-19 08:00:00,2025-11-19 16:00:00,8.0
2025-11-20,3818,#4,34.0,4.25,34.0,178.27,2025-11-20 14:00:00,2025-11-20 22:00:00,8.0
2025-11-20,3819,#6,2.0,1.0,45.0,164.58,2025-11-20 07:00:00,2025-11-20 09:00:00,2.0
2025-11-20,3820,#8,21.0,3.5,25.0,162.67,2025-11-20 00:00:00,2025-11-20 06:00:00,6.0
2025-11-20,3816,#21,23.0,3.8333333333333335,28.0,151.45,2025-11-20 08:00:00,2025-11-20 14:00:00,6.0
2025-11-20,3817,#22,1.0,1.0,94.0,512.82,2025-11-20 00:00:00,2025-11-20 01:00:00,1.0
2025-11-21,3830,#6,1.0,1.0,14.0,87.95,2025-11-21 16:00:00,2025-11-21 17:00:00,1.0
2025-11-21,3831,#8,2.0,0.6666666666666666,16.0,41.96,2025-11-21 05:00:00,2025-11-21 08:00:00,3.0
2025-11-21,3827,#20,59.0,7.375,32.0,137.74,2025-11-21 14:00:00,2025-11-21 22:00:00,8.0
2025-11-21,3828,#21,21.0,3.5,31.0,152.89,2025-11-21 08:00:00,2025-11-21 14:00:00,6.0
2025-11-21,3829,#23,28.0,7.0,32.0,242.73,2025-11-21 00:00:00,2025-11-21 04:00:00,4.0
2025-11-22,3841,#4,39.0,4.875,41.0,160.05,2025-11-22 14:00:00,2025-11-22 22:00:00,8.0
2025-11-22,3842,#7,5.0,2.5,11.0,96.19,2025-11-22 06:00:00,2025-11-22 08:00:00,2.0
2025-11-22,3838,#14,25.0,6.25,37.0,185.47,2025-11-22 10:00:00,2025-11-22 14:00:00,4.0
2025-11-22,3840,#23,26.0,3.7142857142857144,20.0,226.83,2025-11-22 00:00:00,2025-11-22 07:00:00,7.0
2025-11-22,3839,#22,26.0,2.888888888888889,41.0,164.8,2025-11-22 14:00:00,2025-11-22 23:00:00,9.0
2025-11-23,3851,#4,39.0,4.333333333333333,38.0,183.06,2025-11-23 13:00:00,2025-11-23 22:00:00,9.0
2025-11-23,3852,#7,20.0,2.5,29.0,166.32,2025-11-23 06:00:00,2025-11-23 14:00:00,8.0
2025-11-23,3853,#8,20.0,5.0,34.0,157.79,2025-11-23 00:00:00,2025-11-23 04:00:00,4.0
2025-11-23,3850,#23,19.0,4.75,30.0,155.16,2025-11-23 03:00:00,2025-11-23 07:00:00,4.0
2025-11-24,3862,#4,40.0,4.444444444444445,30.0,140.8,2025-11-24 14:00:00,2025-11-24 23:00:00,9.0
2025-11-24,3863,#8,26.0,4.333333333333333,37.0,114.78,2025-11-24 00:00:00,2025-11-24 06:00:00,6.0
2025-11-24,3861,#21,26.0,5.2,30.0,150.46,2025-11-24 10:00:00,2025-11-24 15:00:00,5.0
2025-11-25,3872,#4,35.0,3.888888888888889,31.0,154.85,2025-11-25 14:00:00,2025-11-25 23:00:00,9.0
2025-11-25,3873,#8,21.0,5.25,26.0,126.85,2025-11-25 01:00:00,2025-11-25 05:00:00,4.0
2025-11-25,3874,#9,3.0,3.0,22.0,396.73,2025-11-25 23:00:00,2025-11-26 00:00:00,1.0
2025-11-25,3870,#21,22.0,4.4,32.0,175.12,2025-11-25 09:00:00,2025-11-25 14:00:00,5.0
2025-11-25,3871,#22,12.0,1.7142857142857142,34.0,158.16,2025-11-25 15:00:00,2025-11-25 22:00:00,7.0
2025-11-26,3884,#8,12.0,3.0,27.0,188.23,2025-11-26 03:00:00,2025-11-26 07:00:00,4.0
2025-11-26,3881,#14,42.0,7.0,45.0,196.71,2025-11-26 16:00:00,2025-11-26 22:00:00,6.0
2025-11-26,3882,#21,38.0,6.333333333333333,29.0,158.15,2025-11-26 10:00:00,2025-11-26 16:00:00,6.0
2025-11-26,3883,#25,6.0,1.5,20.0,107.14,2025-11-26 00:00:00,2025-11-26 04:00:00,4.0
2025-11-27,3896,#7,23.0,5.75,20.0,131.36,2025-11-27 00:00:00,2025-11-27 04:00:00,4.0
2025-11-27,3897,#8,4.0,1.3333333333333333,18.0,101.79,2025-11-27 03:00:00,2025-11-27 06:00:00,3.0
2025-11-27,3891,#14,28.0,5.6,36.0,148.03,2025-11-27 18:00:00,2025-11-27 23:00:00,5.0
2025-11-27,3892,#19,19.0,6.333333333333333,36.0,140.93,2025-11-27 15:00:00,2025-11-27 18:00:00,3.0
2025-11-27,3893,#21,23.0,3.8333333333333335,32.0,162.88,2025-11-27 09:00:00,2025-11-27 15:00:00,6.0
2025-11-27,3894,#22,1.0,1.0,45.0,113.65,2025-11-27 06:00:00,2025-11-27 07:00:00,1.0
2025-11-27,3895,#25,1.0,1.0,42.0,206.94,2025-11-27 05:00:00,2025-11-27 06:00:00,1.0
2025-11-28,3904,#17,24.0,4.0,49.0,208.47,2025-11-28 15:00:00,2025-11-28 21:00:00,6.0
2025-11-28,3905,#20,23.0,5.75,27.0,113.53,2025-11-28 18:00:00,2025-11-28 22:00:00,4.0
2025-11-28,3906,#21,42.0,5.25,31.0,107.68,2025-11-28 08:00:00,2025-11-28 16:00:00,8.0
2025-11-28,3908,#23,49.0,7.0,22.0,192.81,2025-11-28 00:00:00,2025-11-28 07:00:00,7.0
2025-11-28,3907,#22,1.0,1.0,76.0,99.11,2025-11-28 08:00:00,2025-11-28 09:00:00,1.0
2025-11-29,3920,#7,2.0,2.0,14.0,40.18,2025-11-29 22:00:00,2025-11-29 23:00:00,1.0
2025-11-29,3915,#14,21.0,3.0,35.0,175.25,2025-11-29 08:00:00,2025-11-29 15:00:00,7.0
2025-11-29,3916,#20,64.0,9.142857142857142,34.0,169.24,2025-11-29 15:00:00,2025-11-29 22:00:00,7.0
2025-11-29,3918,#23,81.0,13.5,26.0,226.49,2025-11-29 00:00:00,2025-11-29 06:00:00,6.0
2025-11-29,3917,#22,9.0,3.0,24.0,130.94,2025-11-29 06:00:00,2025-11-29 09:00:00,3.0
2025-11-29,3919,#25,23.0,2.5555555555555554,29.0,215.11,2025-11-29 14:00:00,2025-11-29 23:00:00,9.0
2025-11-30,3930,#2,6.0,3.0,37.0,211.35,2025-11-30 22:00:00,2025-12-01 00:00:00,2.0
2025-11-30,3931,#4,58.0,6.444444444444445,36.0,151.91,2025-11-30 14:00:00,2025-11-30 23:00:00,9.0
2025-11-30,3932,#7,4.0,4.0,14.0,128.74,2025-11-30 07:00:00,2025-11-30 08:00:00,1.0
2025-11-30,3933,#8,15.0,3.75,35.0,129.79,2025-11-30 00:00:00,2025-11-30 04:00:00,4.0
2025-11-30,3928,#14,15.0,5.0,30.0,179.23,2025-11-30 11:00:00,2025-11-30 14:00:00,3.0
2025-11-30,3929,#23,3.0,3.0,12.0,100.6,2025-11-30 06:00:00,2025-11-30 07:00:00,1.0
2025-12-01,3943,#8,36.0,4.5,26.0,194.44,2025-12-01 00:00:00,2025-12-01 08:00:00,8.0
2025-12-01,3940,#20,38.0,4.222222222222222,41.0,144.81,2025-12-01 14:00:00,2025-12-01 23:00:00,9.0
2025-12-01,3941,#21,29.0,4.833333333333333,28.0,124.45,2025-12-01 08:00:00,2025-12-01 14:00:00,6.0
2025-12-01,3942,#22,1.0,1.0,23.0,155.36,2025-12-01 06:00:00,2025-12-01 07:00:00,1.0
2025-12-02,3953,#8,21.0,4.2,24.0,241.49,2025-12-02 00:00:00,2025-12-02 05:00:00,5.0
2025-12-02,3951,#21,39.0,4.875,33.0,155.44,2025-12-02 08:00:00,2025-12-02 16:00:00,8.0
2025-12-02,3952,#26,33.0,5.5,33.0,144.82,2025-12-02 16:00:00,2025-12-02 22:00:00,6.0
2025-12-03,3964,#8,35.0,5.0,27.0,171.38,2025-12-03 00:00:00,2025-12-03 07:00:00,7.0
2025-12-03,3960,#14,39.0,6.5,30.0,134.23,2025-12-03 16:00:00,2025-12-03 22:00:00,6.0
2025-12-03,3961,#21,45.0,6.428571428571429,44.0,181.16,2025-12-03 09:00:00,2025-12-03 16:00:00,7.0
2025-12-03,3962,#22,3.0,1.0,28.0,115.41,2025-12-03 14:00:00,2025-12-03 17:00:00,3.0
2025-12-03,3963,#25,2.0,2.0,50.0,238.92,2025-12-03 01:00:00,2025-12-03 02:00:00,1.0
2025-12-04,3975,#8,7.0,2.3333333333333335,96.0,143.85,2025-12-04 05:00:00,2025-12-04 08:00:00,3.0
2025-12-04,3972,#20,47.0,5.222222222222222,28.0,137.93,2025-12-04 14:00:00,2025-12-04 23:00:00,9.0
2025-12-04,3973,#21,26.0,5.2,47.0,231.65,2025-12-04 09:00:00,2025-12-04 14:00:00,5.0
2025-12-04,3974,#23,15.0,7.5,15.0,206.84,2025-12-04 22:00:00,2025-12-05 00:00:00,2.0
2025-12-05,3986,#6,2.0,2.0,11.0,70.54,2025-12-05 07:00:00,2025-12-05 08:00:00,1.0
2025-12-05,3982,#20,48.0,5.333333333333333,39.0,149.3,2025-12-05 14:00:00,2025-12-05 23:00:00,9.0
2025-12-05,3983,#21,16.0,3.2,23.0,192.97,2025-12-05 09:00:00,2025-12-05 14:00:00,5.0
2025-12-05,3985,#23,49.0,8.166666666666666,25.0,199.97,2025-12-05 00:00:00,2025-12-05 06:00:00,6.0
2025-12-05,3984,#22,11.0,1.5714285714285714,33.0,88.66,2025-12-05 15:00:00,2025-12-05 22:00:00,7.0
2025-12-06,3998,#9,1.0,1.0,19.0,43.75,2025-12-06 07:00:00,2025-12-06 08:00:00,1.0
2025-12-06,3994,#14,32.0,6.4,51.0,230.08,2025-12-06 09:00:00,2025-12-06 14:00:00,5.0
2025-12-06,3995,#18,1.0,1.0,122.0,368.13,2025-12-06 15:00:00,2025-12-06 16:00:00,1.0
2025-12-06,3996,#20,88.0,11.0,36.0,191.78,2025-12-06 14:00:00,2025-12-06 22:00:00,8.0
2025-12-06,3997,#23,44.0,6.285714285714286,26.0,118.74,2025-12-06 00:00:00,2025-12-06 07:00:00,7.0
2025-12-07,4008,#4,32.0,3.2,42.0,174.19,2025-12-07 09:00:00,2025-12-07 19:00:00,10.0
2025-12-07,4009,#8,12.0,3.0,28.0,294.17,2025-12-07 00:00:00,2025-12-07 04:00:00,4.0
2025-12-07,4005,#17,3.0,3.0,46.0,169.87,2025-12-07 18:00:00,2025-12-07 19:00:00,1.0
2025-12-07,4006,#20,21.0,5.25,24.0,159.5,2025-12-07 18:00:00,2025-12-07 22:00:00,4.0
2025-12-07,4007,#23,31.0,7.75,44.0,155.97,2025-12-07 03:00:00,2025-12-07 07:00:00,4.0
2025-12-08,4019,#8,25.0,3.5714285714285716,41.0,105.75,2025-12-08 00:00:00,2025-12-08 07:00:00,7.0
2025-12-08,4017,#21,16.0,3.2,51.0,208.62,2025-12-08 09:00:00,2025-12-08 14:00:00,5.0
2025-12-08,4018,#22,43.0,4.777777777777778,33.0,153.87,2025-12-08 14:00:00,2025-12-08 23:00:00,9.0
2025-12-09,4029,#6,1.0,1.0,73.0,235.71,2025-12-09 14:00:00,2025-12-09 15:00:00,1.0
2025-12-09,4030,#8,25.0,5.0,35.0,192.55,2025-12-09 00:00:00,2025-12-09 05:00:00,5.0
2025-12-09,4027,#20,52.0,5.777777777777778,36.0,146.53,2025-12-09 14:00:00,2025-12-09 23:00:00,9.0
2025-12-09,4028,#21,59.0,8.428571428571429,23.0,123.03,2025-12-09 08:00:00,2025-12-09 15:00:00,7.0
2025-12-10,4040,#8,36.0,4.5,35.0,168.59,2025-12-10 00:00:00,2025-12-10 08:00:00,8.0
2025-12-10,4037,#14,28.0,4.666666666666667,40.0,148.31,2025-12-10 16:00:00,2025-12-10 22:00:00,6.0
2025-12-10,4038,#17,1.0,1.0,6.0,-87.5,2025-12-10 17:00:00,2025-12-10 18:00:00,1.0
2025-12-10,4039,#21,42.0,6.0,40.0,174.76,2025-12-10 09:00:00,2025-12-10 16:00:00,7.0
2025-12-11,4051,#6,1.0,1.0,9.0,40.18,2025-12-11 14:00:00,2025-12-11 15:00:00,1.0
2025-12-11,4052,#8,8.0,4.0,38.0,124.05,2025-12-11 04:00:00,2025-12-11 06:00:00,2.0
2025-12-11,4047,#16,1.0,1.0,31.0,69.64,2025-12-11 07:00:00,2025-12-11 08:00:00,1.0
2025-12-11,4048,#20,43.0,6.142857142857143,44.0,147.13,2025-12-11 15:00:00,2025-12-11 22:00:00,7.0
2025-12-11,4049,#21,30.0,4.285714285714286,34.0,141.18,2025-12-11 08:00:00,2025-12-11 15:00:00,7.0
2025-12-11,4050,#23,17.0,4.25,22.0,125.5,2025-12-11 00:00:00,2025-12-11 04:00:00,4.0
2025-12-12,4063,#7,1.0,1.0,5.0,-108.93,2025-12-12 20:00:00,2025-12-12 21:00:00,1.0
2025-12-12,4059,#12,72.0,12.0,41.0,152.54,2025-12-12 15:00:00,2025-12-12 21:00:00,6.0
2025-12-12,4060,#16,1.0,1.0,110.0,97.77,2025-12-12 07:00:00,2025-12-12 08:00:00,1.0
2025-12-12,4061,#21,37.0,4.625,38.0,154.7,2025-12-12 08:00:00,2025-12-12 16:00:00,8.0
2025-12-12,4062,#23,40.0,13.333333333333334,28.0,264.53,2025-12-12 21:00:00,2025-12-13 00:00:00,3.0
2025-12-13,4074,#9,1.0,1.0,12.0,104.1,2025-12-13 08:00:00,2025-12-13 09:00:00,1.0
2025-12-13,4070,#12,62.0,8.857142857142858,41.0,130.27,2025-12-13 14:00:00,2025-12-13 21:00:00,7.0
2025-12-13,4071,#14,22.0,3.6666666666666665,47.0,157.05,2025-12-13 08:00:00,2025-12-13 14:00:00,6.0
2025-12-13,4072,#23,44.0,7.333333333333333,31.0,247.17,2025-12-13 00:00:00,2025-12-13 06:00:00,6.0
2025-12-13,4073,#25,15.0,2.142857142857143,26.0,89.52,2025-12-13 16:00:00,2025-12-13 23:00:00,7.0
2025-12-14,4083,#4,64.0,6.4,36.0,134.54,2025-12-14 11:00:00,2025-12-14 21:00:00,10.0
2025-12-14,4084,#7,19.0,4.75,33.0,217.05,2025-12-14 00:00:00,2025-12-14 04:00:00,4.0
2025-12-14,4085,#9,1.0,1.0,12.0,133.04,2025-12-14 23:00:00,2025-12-15 00:00:00,1.0
2025-12-14,4081,#17,4.0,4.0,74.0,178.42,2025-12-14 08:00:00,2025-12-14 09:00:00,1.0
2025-12-14,4082,#23,20.0,6.666666666666667,34.0,183.55,2025-12-14 04:00:00,2025-12-14 07:00:00,3.0
2025-12-15,4097,#7,7.0,3.5,37.0,100.32,2025-12-15 04:00:00,2025-12-15 06:00:00,2.0
2025-12-15,4098,#9,1.0,1.0,122.0,239.08,2025-12-15 23:00:00,2025-12-16 00:00:00,1.0
2025-12-15,4093,#16,1.0,1.0,111.0,406.25,2025-12-15 07:00:00,2025-12-15 08:00:00,1.0
2025-12-15,4094,#20,53.0,6.625,37.0,152.59,2025-12-15 14:00:00,2025-12-15 22:00:00,8.0
2025-12-15,4095,#21,23.0,5.75,26.0,102.42,2025-12-15 10:00:00,2025-12-15 14:00:00,4.0
2025-12-15,4096,#23,14.0,7.0,30.0,274.64,2025-12-15 22:00:00,2025-12-16 00:00:00,2.0
2025-12-16,4109,#8,14.0,3.5,36.0,243.44,2025-12-16 00:00:00,2025-12-16 04:00:00,4.0
2025-12-16,4106,#20,37.0,6.166666666666667,59.0,243.93,2025-12-16 16:00:00,2025-12-16 22:00:00,6.0
2025-12-16,4107,#21,40.0,6.666666666666667,33.0,170.3,2025-12-16 10:00:00,2025-12-16 16:00:00,6.0
2025-12-16,4108,#23,3.0,3.0,37.0,223.97,2025-12-16 04:00:00,2025-12-16 05:00:00,1.0
2025-12-17,4120,#8,11.0,3.6666666666666665,35.0,201.02,2025-12-17 04:00:00,2025-12-17 07:00:00,3.0
2025-12-17,4121,#9,4.0,2.0,36.0,214.83,2025-12-17 15:00:00,2025-12-17 17:00:00,2.0
2025-12-17,4116,#14,32.0,5.333333333333333,45.0,188.0,2025-12-17 16:00:00,2025-12-17 22:00:00,6.0
2025-12-17,4117,#17,5.0,0.8333333333333334,38.0,5.08,2025-12-17 07:00:00,2025-12-17 13:00:00,6.0
2025-12-17,4118,#21,36.0,4.5,30.0,152.23,2025-12-17 08:00:00,2025-12-17 16:00:00,8.0
2025-12-17,4119,#23,18.0,4.5,28.0,242.06,2025-12-17 00:00:00,2025-12-17 04:00:00,4.0
2025-12-18,4132,#8,25.0,6.25,29.0,235.45,2025-12-18 00:00:00,2025-12-18 04:00:00,4.0
2025-12-18,4129,#20,78.0,9.75,30.0,155.78,2025-12-18 14:00:00,2025-12-18 22:00:00,8.0
2025-12-18,4130,#21,27.0,5.4,24.0,162.66,2025-12-18 09:00:00,2025-12-18 14:00:00,5.0
2025-12-18,4131,#25,24.0,4.8,24.0,124.13,2025-12-18 03:00:00,2025-12-18 08:00:00,5.0
2025-12-19,4143,#7,2.0,2.0,24.0,163.1,2025-12-19 17:00:00,2025-12-19 18:00:00,1.0
2025-12-19,4144,#8,11.0,3.6666666666666665,56.0,179.37,2025-12-19 04:00:00,2025-12-19 07:00:00,3.0
2025-12-19,4140,#20,76.0,9.5,37.0,168.81,2025-12-19 14:00:00,2025-12-19 22:00:00,8.0
2025-12-19,4141,#21,42.0,8.4,26.0,122.99,2025-12-19 09:00:00,2025-12-19 14:00:00,5.0
2025-12-19,4142,#23,32.0,8.0,29.0,224.47,2025-12-19 00:00:00,2025-12-19 04:00:00,4.0
2025-12-20,4156,#8,30.0,10.0,30.0,238.37,2025-12-20 21:00:00,2025-12-21 00:00:00,3.0
2025-12-20,4151,#12,62.0,8.857142857142858,42.0,150.68,2025-12-20 14:00:00,2025-12-20 21:00:00,7.0
2025-12-20,4152,#14,30.0,5.0,39.0,223.56,2025-12-20 08:00:00,2025-12-20 14:00:00,6.0
2025-12-20,4153,#23,8.0,2.6666666666666665,25.0,118.68,2025-12-20 03:00:00,2025-12-20 06:00:00,3.0
2025-12-20,4154,#25,8.0,2.0,30.0,113.59,2025-12-20 06:00:00,2025-12-20 10:00:00,4.0
2025-12-20,4155,#27,15.0,1.875,56.0,100.84,2025-12-20 14:00:00,2025-12-20 22:00:00,8.0
2025-12-21,4167,#8,17.0,4.25,30.0,126.61,2025-12-21 04:00:00,2025-12-21 08:00:00,4.0
2025-12-21,4163,#12,63.0,9.0,34.0,138.85,2025-12-21 14:00:00,2025-12-21 21:00:00,7.0
2025-12-21,4164,#20,18.0,2.5714285714285716,28.0,133.07,2025-12-21 08:00:00,2025-12-21 15:00:00,7.0
2025-12-21,4165,#23,23.0,7.666666666666667,30.0,231.19,2025-12-21 21:00:00,2025-12-22 00:00:00,3.0
2025-12-21,4166,#25,4.0,2.0,19.0,51.48,2025-12-21 06:00:00,2025-12-21 08:00:00,2.0
2025-12-22,4178,#8,24.0,8.0,24.0,170.25,2025-12-22 21:00:00,2025-12-23 00:00:00,3.0
2025-12-22,4174,#12,87.0,10.875,39.0,176.17,2025-12-22 13:00:00,2025-12-22 21:00:00,8.0
2025-12-22,4175,#14,15.0,3.75,31.0,157.46,2025-12-22 09:00:00,2025-12-22 13:00:00,4.0
2025-12-22,4176,#18,2.0,2.0,20.0,119.08,2025-12-22 13:00:00,2025-12-22 14:00:00,1.0
2025-12-22,4177,#23,8.0,2.6666666666666665,58.0,211.17,2025-12-22 03:00:00,2025-12-22 06:00:00,3.0
2025-12-23,4189,#8,3.0,1.5,18.0,209.52,2025-12-23 03:00:00,2025-12-23 05:00:00,2.0
2025-12-23,4186,#21,37.0,6.166666666666667,31.0,143.54,2025-12-23 09:00:00,2025-12-23 15:00:00,6.0
2025-12-23,4187,#23,19.0,4.75,27.0,226.95,2025-12-23 00:00:00,2025-12-23 04:00:00,4.0
2025-12-23,4188,#27,57.0,7.125,47.0,168.99,2025-12-23 14:00:00,2025-12-23 22:00:00,8.0
2025-12-24,4197,#4,86.0,12.285714285714286,45.0,246.5,2025-12-24 15:00:00,2025-12-24 22:00:00,7.0
2025-12-24,4198,#7,3.0,1.0,36.0,319.78,2025-12-24 20:00:00,2025-12-24 23:00:00,3.0
2025-12-24,4195,#20,45.0,6.428571428571429,44.0,223.82,2025-12-24 08:00:00,2025-12-24 15:00:00,7.0
2025-12-24,4196,#23,31.0,4.428571428571429,24.0,290.42,2025-12-24 00:00:00,2025-12-24 07:00:00,7.0
2025-12-25,4208,#4,90.0,12.857142857142858,47.0,229.72,2025-12-25 15:00:00,2025-12-25 22:00:00,7.0
2025-12-25,4205,#20,33.0,4.714285714285714,38.0,233.53,2025-12-25 08:00:00,2025-12-25 15:00:00,7.0
2025-12-25,4206,#25,5.0,2.5,27.0,127.54,2025-12-25 04:00:00,2025-12-25 06:00:00,2.0
2025-12-25,4207,#27,19.0,4.75,33.0,335.99,2025-12-25 00:00:00,2025-12-25 04:00:00,4.0
2025-12-26,4219,#7,1.0,1.0,21.0,151.7,2025-12-26 20:00:00,2025-12-26 21:00:00,1.0
2025-12-26,4220,#8,27.0,9.0,32.0,227.76,2025-12-26 21:00:00,2025-12-27 00:00:00,3.0
2025-12-26,4216,#12,57.0,9.5,33.0,182.6,2025-12-26 15:00:00,2025-12-26 21:00:00,6.0
2025-12-26,4217,#20,37.0,4.625,32.0,133.18,2025-12-26 07:00:00,2025-12-26 15:00:00,8.0
2025-12-26,4218,#27,24.0,6.0,35.0,170.28,2025-12-26 03:00:00,2025-12-26 07:00:00,4.0
2025-12-27,4230,#4,69.0,8.625,34.0,146.08,2025-12-27 14:00:00,2025-12-27 22:00:00,8.0
2025-12-27,4231,#7,5.0,1.25,28.0,79.37,2025-12-27 16:00:00,2025-12-27 20:00:00,4.0
2025-12-27,4232,#8,9.0,4.5,25.0,119.16,2025-12-27 04:00:00,2025-12-27 06:00:00,2.0
2025-12-27,4227,#14,23.0,4.6,37.0,160.36,2025-12-27 09:00:00,2025-12-27 14:00:00,5.0
2025-12-27,4228,#17,20.0,5.0,28.0,263.53,2025-12-27 00:00:00,2025-12-27 04:00:00,4.0
2025-12-27,4229,#18,2.0,2.0,55.0,127.24,2025-12-27 08:00:00,2025-12-27 09:00:00,1.0
2025-12-28,4244,#7,5.0,2.5,28.0,269.1,2025-12-28 20:00:00,2025-12-28 22:00:00,2.0
2025-12-28,4245,#8,24.0,6.0,26.0,233.67,2025-12-28 00:00:00,2025-12-28 04:00:00,4.0
2025-12-28,4240,#12,56.0,8.0,36.0,152.02,2025-12-28 14:00:00,2025-12-28 21:00:00,7.0
2025-12-28,4241,#17,18.0,4.5,42.0,202.22,2025-12-28 03:00:00,2025-12-28 07:00:00,4.0
2025-12-28,4242,#18,3.0,3.0,22.0,119.35,2025-12-28 07:00:00,2025-12-28 08:00:00,1.0
2025-12-28,4243,#24,23.0,4.6,43.0,152.55,2025-12-28 09:00:00,2025-12-28 14:00:00,5.0
2025-12-29,4254,#4,60.0,8.571428571428571,36.0,163.73,2025-12-29 15:00:00,2025-12-29 22:00:00,7.0
2025-12-29,4255,#8,29.0,3.625,35.0,266.87,2025-12-29 00:00:00,2025-12-29 08:00:00,8.0
2025-12-29,4256,#9,1.0,1.0,15.0,80.36,2025-12-29 02:00:00,2025-12-29 03:00:00,1.0
2025-12-29,4253,#21,32.0,4.0,33.0,147.64,2025-12-29 08:00:00,2025-12-29 16:00:00,8.0
2025-12-30,4268,#8,6.0,3.0,33.0,230.95,2025-12-30 03:00:00,2025-12-30 05:00:00,2.0
2025-12-30,4265,#20,44.0,6.285714285714286,42.0,175.62,2025-12-30 15:00:00,2025-12-30 22:00:00,7.0
2025-12-30,4266,#21,26.0,3.7142857142857144,27.0,146.89,2025-12-30 09:00:00,2025-12-30 16:00:00,7.0
2025-12-30,4267,#23,25.0,6.25,28.0,307.53,2025-12-30 00:00:00,2025-12-30 04:00:00,4.0
2025-12-31,4277,#2,2.0,2.0,28.0,40.18,2025-12-31 23:00:00,2026-01-01 00:00:00,1.0
2025-12-31,4278,#4,102.0,12.75,37.0,172.8,2025-12-31 15:00:00,2025-12-31 23:00:00,8.0
2025-12-31,4274,#21,42.0,6.0,37.0,167.57,2025-12-31 08:00:00,2025-12-31 15:00:00,7.0
2025-12-31,4275,#23,31.0,7.75,27.0,150.76,2025-12-31 03:00:00,2025-12-31 07:00:00,4.0
2025-12-31,4276,#25,39.0,19.5,46.0,214.69,2025-12-31 22:00:00,2026-01-01 00:00:00,2.0
2025-01-01,8,BOLT  BOLT,43.0,1.7916666666666667,503.0,458.37,2025-01-01 00:00:00,2025-01-02 00:00:00,24.0
2025-01-01,9,DELIVERY_HERO  DELIVERY,15.0,0.625,263.0,372.86,2025-01-01 00:00:00,2025-01-02 00:00:00,24.0
2025-01-01,11,KIOSKAPI1  API,887.0,36.958333333333336,17.0,329.68,2025-01-01 00:00:00,2025-01-02 00:00:00,24.0
2025-01-01,13,WOLT  WOLT,68.0,2.8333333333333335,437.0,434.13,2025-01-01 00:00:00,2025-01-02 00:00:00,24.0
2025-01-02,20,BOLT  BOLT,9.0,0.375,660.0,458.13,2025-01-02 00:00:00,2025-01-03 00:00:00,24.0
